Epoch,Training Loss,Validation Loss,Map,Map 50,Map 75,Mar 1,Mar 10,Mar 100,Map Class 0,Map Class 1,Map Class 2,Map Class 3,Map Class 4,Map Class 5,Map Class 6,Mar 100 Class 0,Mar 100 Class 1,Mar 100 Class 2,Mar 100 Class 3,Mar 100 Class 4,Mar 100 Class 5,Mar 100 Class 6
19.53,2.3381,2.3298,0.0595,0.117,0.0539,0.0841,0.1354,0.1354,0.141682893,0.0212376155,0.02921800502,0.03483952209,0.08439919353,0.07521592826,0.02962476201,0.2544478774,0.06652121246,0.07486468554,0.07665052265,0.183799088,0.1837686002,0.1076028347
20.31,2.1834,2.2925,0.0619,0.1218,0.0563,0.0868,0.1392,0.1392,0.1443495452,0.02359610796,0.02941359766,0.03724164516,0.08747584373,0.07988733053,0.03124032915,0.2572765052,0.07151515037,0.07733561844,0.08106201887,0.1876536757,0.1901144236,0.1095432937
21.09,2.3694,2.298,0.0643,0.125,0.0596,0.0896,0.1431,0.1431,0.1462920308,0.02630077489,0.0306425523,0.03969859704,0.08952046931,0.08544820547,0.03218980879,0.2600207329,0.07739618421,0.07984354347,0.08463411778,0.1923896521,0.1960514188,0.1115951836
21.88,2.1876,2.2552,0.0664,0.1299,0.0615,0.092,0.1466,0.1466,0.1491814852,0.02980253287,0.03055860288,0.04181119427,0.09260121733,0.0888216421,0.03230477497,0.2630963922,0.08175324649,0.08174210042,0.08892733604,0.1970971972,0.2002066076,0.1134932712
22.66,2.22,2.1956,0.0696,0.1349,0.0645,0.0949,0.1506,0.1506,0.1518896371,0.03373053297,0.03175903857,0.04441619292,0.09609058499,0.09530041367,0.0338367708,0.2656303942,0.08649947494,0.08476158231,0.0933182165,0.201684773,0.2064690739,0.1155748889
23.44,2.2025,2.2126,0.0726,0.1407,0.0675,0.0976,0.1543,0.1543,0.155150041,0.03552235663,0.03365291655,0.04725258797,0.0996176973,0.09976397455,0.03746709973,0.2683526278,0.09155555815,0.08699669689,0.09794694185,0.2053728998,0.2125068903,0.1171597466
24.22,2.1936,2.1662,0.0751,0.1462,0.0694,0.1005,0.158,0.158,0.1579909027,0.03928203508,0.03462625295,0.04891363531,0.1035238728,0.1034786105,0.03808673099,0.2710393667,0.09616813064,0.08940700442,0.1028574631,0.2105759382,0.2177019417,0.1185475737
25,2.2018,2.2816,0.0772,0.1496,0.0717,0.1024,0.1605,0.1605,0.1595197767,0.04079644382,0.03547342867,0.05021883175,0.1070994139,0.1077590138,0.03951550275,0.2728523314,0.09820076078,0.0919451341,0.1045955867,0.2140696347,0.2221332639,0.1195510402
25.78,2.069,2.2788,0.0799,0.1544,0.0744,0.1048,0.1637,0.1637,0.1624949425,0.04318885505,0.03846662492,0.05288857222,0.1101610661,0.1115993708,0.0403678827,0.2750555873,0.1023324132,0.09503950179,0.1090804264,0.2170056701,0.2271475047,0.1202664971
26.56,2.2388,2.1393,0.0822,0.1584,0.0767,0.1072,0.167,0.167,0.1644990891,0.04439976066,0.03944051266,0.05494691432,0.1139868796,0.1173293442,0.04113543779,0.276524514,0.1069696993,0.09715589136,0.1126297563,0.2210717201,0.2322800159,0.1220692545
27.34,2.002,2.1429,0.0848,0.1634,0.0789,0.1097,0.1701,0.1701,0.1662296802,0.04853104427,0.04015907645,0.05710913986,0.1181491017,0.1196950749,0.04341472685,0.2779178023,0.111636363,0.09929750115,0.1163420677,0.2253620327,0.2366705984,0.1236068904
28.12,1.8305,2.0416,0.0876,0.1682,0.0819,0.1123,0.1736,0.1736,0.1689627469,0.05172034726,0.04114536941,0.06016615406,0.1220860928,0.1233542785,0.04596796632,0.2800085843,0.1176262647,0.1010542735,0.120818913,0.2297691554,0.2406795174,0.1255375445
28.91,1.9246,2.0548,0.0902,0.1726,0.0845,0.1147,0.1769,0.1769,0.1713974476,0.05572446436,0.04115204141,0.06324263662,0.126333341,0.1266068965,0.04671153054,0.281686306,0.1223259643,0.104004994,0.1246048808,0.2340491116,0.2445387542,0.1273282468
29.69,2.0712,2.0686,0.0927,0.177,0.087,0.1169,0.1801,0.1801,0.1739092618,0.05650570989,0.04212590307,0.06619900465,0.130200699,0.1317515373,0.04821151495,0.2836593091,0.126810208,0.1058841422,0.1281733811,0.2378995419,0.2488038242,0.1291260123
30.47,1.8114,2.009,0.0957,0.1815,0.0893,0.1192,0.1832,0.1832,0.1766893715,0.06019688025,0.04316006973,0.06869190186,0.1341422051,0.1374733299,0.0496898964,0.2853875756,0.1306293756,0.1082465947,0.131958127,0.2428052872,0.2533163726,0.1303327829
31.25,1.8545,1.864,0.1,0.1882,0.0943,0.122,0.1871,0.1871,0.1797040552,0.06414728612,0.04569493607,0.07412267476,0.1395749748,0.1450406313,0.05184954032,0.2874517441,0.1363636404,0.1103960425,0.1365484446,0.2473972589,0.2589049637,0.132679835
32.03,1.8498,1.8956,0.1032,0.1936,0.0969,0.1244,0.1906,0.1906,0.1826349497,0.06708105654,0.04651347548,0.07773694396,0.1429614425,0.151906386,0.05377617478,0.2898060083,0.1406060606,0.1123762354,0.1410414428,0.2521327436,0.2637169957,0.1343786269
32.81,1.7807,1.8849,0.1058,0.1978,0.0996,0.1268,0.1937,0.1937,0.185080573,0.07147838175,0.04737703502,0.07961855084,0.1454845518,0.1577179283,0.05387093872,0.292029798,0.1451370865,0.1144310832,0.1449003071,0.2549032271,0.268358916,0.1362257004
33.59,1.7693,1.8167,0.1082,0.2027,0.1019,0.129,0.1967,0.1967,0.1860628426,0.07484107465,0.04835912958,0.08157777786,0.1493553519,0.1625975817,0.05479986221,0.2938022017,0.1493164152,0.116148591,0.1484268159,0.259180218,0.2725543082,0.1377041042
34.38,1.7453,1.809,0.1113,0.2077,0.1052,0.1313,0.1999,0.1999,0.1889155656,0.07872395217,0.04937181994,0.08449568599,0.1532279402,0.1689060628,0.05579029396,0.2957901955,0.1537878811,0.1182455719,0.1520446688,0.2632420063,0.2768594921,0.1396472305
35.16,1.8001,1.7838,0.1146,0.2127,0.1088,0.1335,0.203,0.203,0.1917433441,0.0824040398,0.05114790425,0.08605141938,0.1580824554,0.1754416525,0.05730139464,0.2980480492,0.1578047127,0.120700404,0.1550634354,0.2666260898,0.2812304795,0.1411865354
35.94,1.7384,1.8036,0.1174,0.2165,0.1119,0.1356,0.2059,0.2059,0.1949423999,0.08474200964,0.05296053737,0.08840458095,0.1613713503,0.1807509661,0.05882298574,0.3001133204,0.1617918313,0.1226216108,0.1581465304,0.2703295648,0.2853215933,0.1428615451
36.72,1.7308,1.7081,0.1206,0.2215,0.1155,0.1379,0.209,0.209,0.1968833059,0.08745973557,0.05458848551,0.0911809653,0.1664189994,0.1867956668,0.06093086675,0.3018812239,0.1658413857,0.1250403821,0.1618051976,0.2743320763,0.2896430492,0.1443790495
37.5,1.6386,1.7598,0.1241,0.2253,0.1199,0.1401,0.212,0.212,0.1993869692,0.09302081168,0.05561578646,0.09631506354,0.1702269912,0.1914288998,0.06244914234,0.3034467399,0.1707701981,0.127148658,0.1652176976,0.278072685,0.2932679057,0.1461668313
38.28,1.7212,1.7361,0.1267,0.2303,0.1225,0.142,0.2149,0.2149,0.2012969851,0.0960740447,0.05763624981,0.09819900244,0.1731345356,0.1965146065,0.06392311305,0.3053010106,0.1746938825,0.1294908077,0.168208465,0.2813065052,0.2974869311,0.147947818
39.06,1.5007,1.7068,0.1294,0.2337,0.1254,0.1439,0.2176,0.2176,0.2038121819,0.09927998483,0.05934193358,0.1010128036,0.1767028719,0.2003363222,0.06550956517,0.3072857261,0.1784606129,0.1312805265,0.1715501696,0.2846940756,0.3004628122,0.1497345418
39.84,1.6147,1.7262,0.1321,0.2381,0.1289,0.146,0.2205,0.2205,0.2063744366,0.10149955,0.06139121205,0.1017393023,0.1807053089,0.2046823353,0.06848781556,0.309099853,0.182673797,0.1336213052,0.1745369434,0.288297981,0.3038405478,0.1513955891
40.62,1.5141,1.7278,0.1348,0.2422,0.1314,0.1479,0.2231,0.2231,0.208367452,0.1042797267,0.06303983927,0.1036806926,0.1845122874,0.2104897946,0.0692211017,0.3107124269,0.1856759936,0.1355134547,0.1775086522,0.2913241982,0.3082008958,0.15268296
41.41,1.4385,1.6737,0.1371,0.2454,0.1348,0.1497,0.2256,0.2256,0.2108457536,0.1063500643,0.06430502981,0.1065658182,0.1861335337,0.2151061743,0.07017965615,0.31240803,0.1886792481,0.1370259672,0.1803747416,0.2946583927,0.3123031259,0.1540612876
42.19,1.4519,1.6628,0.1396,0.2499,0.1371,0.1514,0.2281,0.2281,0.2127937824,0.10987629,0.06571341306,0.1084621325,0.189704299,0.2194302082,0.071224235,0.314207077,0.1921885461,0.1387116462,0.1835255623,0.2972518206,0.3155188262,0.1554673761
42.97,1.538,1.676,0.1427,0.2541,0.1399,0.1532,0.2308,0.2308,0.2155673355,0.1134220287,0.06732655317,0.1116002724,0.1931780577,0.2248860747,0.07287413627,0.3162986934,0.1950964183,0.1405220479,0.1862032115,0.300722301,0.3198046684,0.1569310129
43.75,1.6061,1.6461,0.1455,0.2585,0.1434,0.1551,0.2334,0.2334,0.2179284245,0.1180498153,0.06863184273,0.1142434478,0.1966218352,0.2289611995,0.07397373766,0.3179588318,0.1986796558,0.1422619075,0.1892115623,0.3040035963,0.3235094547,0.1582772434
44.53,1.5999,1.6499,0.1482,0.2614,0.1461,0.1567,0.2357,0.2357,0.2203698754,0.1202059612,0.07041482627,0.117927365,0.1997720748,0.233430624,0.07521776855,0.3194946945,0.2019670457,0.1441375762,0.1917926371,0.3065208793,0.3264607787,0.1595620215
45.31,1.4135,1.5887,0.1509,0.2652,0.1491,0.1585,0.2383,0.2383,0.2229335308,0.1237904578,0.07232733816,0.1200965047,0.2023496479,0.2380272746,0.07673442364,0.3213070929,0.2049634308,0.146170482,0.194487527,0.3094630837,0.3302080333,0.1611815691
46.09,1.3849,1.5587,0.1534,0.2696,0.1529,0.1603,0.2409,0.2409,0.2255000025,0.1262550652,0.07389067113,0.1227610484,0.2057270706,0.240773648,0.07866828144,0.3232102096,0.2081047744,0.1478911489,0.1978007108,0.3131414056,0.3335341215,0.1627324671
46.88,1.3678,1.6096,0.1558,0.2722,0.1555,0.162,0.2433,0.2433,0.2274722904,0.1281868517,0.07569180429,0.1250223666,0.2090174556,0.2447980642,0.08022068441,0.3249678314,0.2111616135,0.1494994462,0.2005536258,0.3156088293,0.3365702331,0.1644174308
47.66,1.5416,1.5705,0.1582,0.2763,0.1582,0.1636,0.2456,0.2456,0.2291053385,0.132242173,0.07711625099,0.1279756725,0.2114134282,0.248245582,0.08149348199,0.3266108632,0.2145852,0.1511010081,0.2033637762,0.3183771372,0.3392223418,0.1660820097
48.44,1.5698,1.5384,0.1607,0.2796,0.1615,0.1652,0.248,0.248,0.2313090712,0.1348022223,0.07854016125,0.1303337216,0.2146315277,0.2524957061,0.08308678865,0.3283239007,0.2169794738,0.1527813226,0.2061781436,0.3217631578,0.3420954347,0.1676422507
49.22,1.4281,1.5423,0.1635,0.2828,0.1651,0.1669,0.2503,0.2503,0.2337646633,0.137410596,0.08028689772,0.133137539,0.2190386802,0.2564108968,0.08435008675,0.330134213,0.2201346755,0.1541097015,0.2087274194,0.3247880042,0.34521842,0.1692124605
50,1.5232,1.5577,0.1656,0.286,0.1669,0.1684,0.2525,0.2525,0.2357266247,0.1402345598,0.08165154606,0.1347123384,0.2218606323,0.2589669526,0.08578291535,0.3317522407,0.2233049273,0.1555796266,0.2112186402,0.3272117674,0.347391516,0.1707620919
50.78,1.4718,1.5329,0.1679,0.289,0.1697,0.17,0.2547,0.2547,0.2385256737,0.1429818869,0.08330734819,0.1368172169,0.2241374701,0.26250723,0.08725880831,0.3335283697,0.225995332,0.1570982486,0.2133883387,0.3300948441,0.3500826359,0.1724136919
51.56,1.5368,1.5226,0.1703,0.2917,0.1724,0.1714,0.2567,0.2567,0.2401444614,0.1440602392,0.08496519178,0.1397820264,0.2279262394,0.2665834129,0.08841584623,0.3352448344,0.2280808091,0.1587433815,0.2156705409,0.3328075409,0.3529551625,0.173643738
52.34,1.3778,1.4644,0.1729,0.2959,0.1754,0.173,0.2591,0.2591,0.2424972951,0.1484911442,0.08599013835,0.1423913389,0.231367752,0.2696774304,0.0899528414,0.3369590342,0.2317141593,0.1604699343,0.2184062451,0.3351666331,0.3555569351,0.1751621813
53.12,1.2753,1.4789,0.1753,0.2984,0.1786,0.1746,0.2614,0.2614,0.2448333204,0.1508926451,0.08769001067,0.1446457952,0.2337132841,0.2741865516,0.0914132297,0.3387789428,0.2345543653,0.1622913033,0.2209647894,0.3380137086,0.3587870598,0.1766017079
53.91,1.3929,1.4726,0.1776,0.3009,0.1813,0.1761,0.2635,0.2635,0.2471283674,0.1543485373,0.08864349127,0.1474457979,0.2368006259,0.276936233,0.09224053472,0.3402327895,0.2375757545,0.1638350785,0.2233488858,0.3406591117,0.3610851467,0.1776426882
54.69,1.3218,1.425,0.1802,0.3055,0.1838,0.1775,0.2656,0.2656,0.2493417114,0.1574005634,0.08998408914,0.1505229473,0.2398378998,0.2808479071,0.09363849461,0.3417774439,0.2401904762,0.1655068398,0.2257192284,0.3433529139,0.3639079034,0.1789723486
55.47,1.3176,1.4067,0.1827,0.308,0.1869,0.179,0.2678,0.2678,0.2508467436,0.1605521291,0.09181094915,0.1523322016,0.2430128306,0.2851944566,0.09526713938,0.343264997,0.2429108024,0.1671036184,0.2277498841,0.346639663,0.3664532602,0.180455789
56.25,1.22,1.4432,0.1848,0.3107,0.1893,0.1805,0.2699,0.2699,0.2535372078,0.1632106304,0.09297779948,0.152748093,0.2463236004,0.2882259488,0.0966617167,0.3447769284,0.2456060648,0.1686491519,0.2300509363,0.3490169942,0.3692837358,0.1819247454
57.03,1.2624,1.4534,0.1872,0.3143,0.1927,0.182,0.272,0.272,0.2553740442,0.1670770496,0.09462162852,0.1561412215,0.2487079054,0.290798068,0.09786700457,0.3462593257,0.248725608,0.1702970266,0.2324216664,0.3513542116,0.3716743886,0.1831466556
57.81,1.2334,1.4128,0.1897,0.3171,0.1957,0.1833,0.274,0.274,0.2574953437,0.1701215953,0.09560017288,0.1574624032,0.2515957057,0.2954738736,0.1000288874,0.3480368853,0.2508763373,0.1717308909,0.2344430983,0.3537949026,0.3744471669,0.1845381856
58.59,1.1761,1.365,0.1918,0.3191,0.1981,0.1847,0.2761,0.2761,0.2597943544,0.1718462706,0.09650749713,0.1592595726,0.2543997169,0.2991799116,0.1016391367,0.3496769667,0.253228277,0.173122108,0.236516729,0.3565783799,0.3775647283,0.186000675
59.38,1.1746,1.3084,0.194,0.3216,0.2005,0.1861,0.2782,0.2782,0.261462301,0.1746634692,0.09827701002,0.16152291,0.2570221424,0.30207932,0.1032671928,0.3511837125,0.2559968233,0.1749001145,0.2385540009,0.359054327,0.3800782859,0.1875486523
60.16,1.124,1.3802,0.1959,0.3251,0.2027,0.1873,0.2801,0.2801,0.2630487084,0.1776871979,0.09916898608,0.1637722552,0.259052217,0.3037103117,0.1046433523,0.3525422513,0.2583392262,0.1763812155,0.2407900095,0.3612228036,0.3821509182,0.1889814287
60.94,1.2122,1.3704,0.1978,0.3277,0.2051,0.1886,0.2819,0.2819,0.2640724182,0.1799034178,0.1004341692,0.1653995365,0.2615806758,0.3074640036,0.1058541685,0.3538845181,0.2604351342,0.1779258698,0.2428489029,0.3636049628,0.3844670355,0.1903436929
61.72,1.1796,1.3533,0.1995,0.3304,0.2074,0.1898,0.2837,0.2837,0.2663557529,0.1815039814,0.1015967801,0.1672067791,0.2637725472,0.3099142015,0.1062549427,0.3554444909,0.262385875,0.1793123633,0.244864434,0.3654124141,0.3867454827,0.1915804148
62.5,1.0856,1.3118,0.2016,0.3322,0.21,0.191,0.2856,0.2856,0.2678996921,0.1829380542,0.1026647612,0.1695970297,0.2663989365,0.3140339553,0.1079352871,0.3571368158,0.264136374,0.1811014861,0.2470199019,0.3679052591,0.3892458677,0.1929039955
63.28,1.1677,1.3136,0.2039,0.3354,0.2132,0.1924,0.2876,0.2876,0.2693575621,0.1851546317,0.1044552475,0.1724829227,0.2685083449,0.3180576861,0.1095009372,0.3586777151,0.2663449347,0.1824858338,0.2492801845,0.3700039387,0.391990602,0.1943537593
64.06,1.155,1.2842,0.2064,0.338,0.2153,0.1938,0.2897,0.2897,0.2720817626,0.1882344484,0.1057211086,0.1751871854,0.2712228298,0.321010679,0.1111112982,0.3603164256,0.2686252892,0.1837418526,0.2518904507,0.3725247681,0.3950513899,0.1956890821
64.84,1.1489,1.2779,0.2084,0.3405,0.2177,0.1952,0.2917,0.2917,0.2735465765,0.1908429563,0.1069072485,0.1768673211,0.273694098,0.3242957592,0.1125502288,0.3617655933,0.2712887824,0.185152486,0.2541751862,0.3749188483,0.3974907994,0.1970044374
65.62,1.0019,1.2343,0.2106,0.343,0.2213,0.1965,0.2937,0.2937,0.2753352523,0.1929494292,0.1081010178,0.1796436906,0.2771328688,0.3272176683,0.1141667366,0.3632113039,0.2739033103,0.1864784658,0.256475538,0.3776147068,0.3996851742,0.1986249834
66.41,1.0393,1.2497,0.2127,0.3459,0.2233,0.1977,0.2956,0.2956,0.2769603431,0.1954351068,0.1095651612,0.1815720648,0.2793832123,0.3307136893,0.115413703,0.3647001982,0.2760855556,0.1878411919,0.2584652901,0.3799194098,0.4020807147,0.1998951137
67.19,1.1978,1.2584,0.2149,0.3485,0.2259,0.199,0.2975,0.2975,0.2787444293,0.1985068917,0.1110734344,0.1837486327,0.28199175,0.3330363929,0.1170897633,0.3661253154,0.2782452404,0.1893449277,0.2606863976,0.3821493089,0.404314816,0.2014266849
67.97,1.0198,1.1981,0.2169,0.3505,0.2282,0.2003,0.2994,0.2994,0.2804291248,0.2004940659,0.1130391508,0.1850598007,0.2851900458,0.3359755576,0.1184569001,0.3676097393,0.2804458439,0.1909923702,0.2626854479,0.3847373128,0.4067065716,0.2027576864
68.75,1.1246,1.2557,0.219,0.3533,0.2312,0.2015,0.3013,0.3013,0.2819073498,0.2019958347,0.1145104244,0.1878363639,0.2876348495,0.339353621,0.1198371351,0.3688904047,0.2825413346,0.1924861223,0.2649693191,0.3871783018,0.4089688063,0.2041942924
69.53,1.1038,1.2243,0.2209,0.3559,0.2329,0.2027,0.303,0.303,0.2839064896,0.2041962296,0.1156826317,0.1897390932,0.2897682786,0.3418556452,0.1212775633,0.3701639771,0.2847599685,0.193846181,0.2667431235,0.389200151,0.4110873938,0.2054164857
70.31,1.0437,1.2413,0.2229,0.3578,0.2348,0.2038,0.3049,0.3049,0.2857031822,0.2065830082,0.1173382699,0.1916767359,0.2921169698,0.3445843458,0.122406438,0.3715958893,0.2867946029,0.1953520328,0.2688081563,0.3915220797,0.4132415056,0.2066948116
71.09,0.9239,1.2163,0.2252,0.3599,0.2373,0.205,0.3067,0.3067,0.2875484824,0.2098217309,0.1187892705,0.1946914643,0.2946434021,0.3480072618,0.1226783991,0.3730217516,0.2888777852,0.196830228,0.2708087862,0.3938581944,0.4157206416,0.2080374509
71.88,1.0799,1.2077,0.2275,0.3624,0.2407,0.2063,0.3086,0.3086,0.2890229523,0.2118113935,0.1203338355,0.1971557289,0.2974853218,0.3516872823,0.1251563728,0.3744921982,0.2907114625,0.1983265132,0.2729539573,0.3961236775,0.418361485,0.2092749178
72.66,0.9485,1.1767,0.2294,0.3644,0.2431,0.2075,0.3105,0.3105,0.2905147076,0.2134829909,0.1218650937,0.1992541999,0.2999121547,0.3551033735,0.1260109097,0.3758500516,0.2928510904,0.1997089982,0.2750307024,0.3985466659,0.4207411408,0.2106491923
73.44,1.0266,1.1805,0.2315,0.3668,0.2449,0.2086,0.3122,0.3122,0.2922998071,0.2159629464,0.1230894923,0.2011932135,0.3026053309,0.3582043648,0.1274768859,0.3772324026,0.2945647836,0.2011498511,0.2769012749,0.4006654918,0.4231053293,0.2120438069
74.22,0.8902,1.1975,0.2334,0.3692,0.2469,0.2097,0.3139,0.3139,0.294172138,0.2181560248,0.1244066209,0.2023864388,0.3047296703,0.3610829115,0.128763631,0.3784088492,0.2964656949,0.2024457157,0.2788126171,0.4026099443,0.4252718687,0.2133280039
75,1.0085,1.1693,0.2355,0.3711,0.25,0.2109,0.3157,0.3157,0.2964259088,0.2206290364,0.1255879551,0.2049127817,0.3071436584,0.3635878563,0.1304273009,0.3797307312,0.2983775139,0.2038503885,0.2807129323,0.4047755003,0.4274535179,0.2147321403
75.78,0.9439,1.1271,0.2375,0.3738,0.2525,0.212,0.3175,0.3175,0.2981511652,0.223023504,0.1268837005,0.206495747,0.3095403612,0.3666611016,0.1319828033,0.381179601,0.3005873263,0.205403015,0.2825491428,0.4068587422,0.4297094643,0.2161606103
76.56,0.9932,1.1668,0.2395,0.376,0.2543,0.2131,0.3192,0.3192,0.2997910976,0.2244355679,0.1291419715,0.208676815,0.3117364049,0.3696150184,0.1333009452,0.3824521303,0.3023933172,0.2068178803,0.2844855487,0.4089646935,0.4317591488,0.2175133824
